Year,Month,Day,Hour,temperature_f,wind_speed_mph,wind_bearing_deg,relative_humidity,visibility_miles_max_10,pressure_mb,Value
2014,4,2,18,61.95,11.18,162,0.31,3.8,NA,105
2014,4,2,19,60.18,7.52,149,0.32,NA,NA,97
2014,4,2,20,57.54,2.52,151,0.35,5.97,1020.05,87
2014,4,2,21,54.65,4.47,137,0.43,NA,NA,72
2014,4,2,22,56.18,3.94,167,0.44,NA,NA,70
2014,4,2,23,56.41,8.37,163,0.41,6.9,1022.9,64
2014,4,3,0,54.65,9,100,0.39,NA,NA,55
2014,4,3,1,53.53,9,80,0.39,NA,NA,58
2014,4,3,2,49.21,1.94,110,0.43,7.32,1024.13,52
2014,4,3,3,49.77,2.58,73,0.5,NA,NA,52
2014,4,3,4,51.3,2,50,0.19,NA,NA,53
2014,4,3,5,45.9,6.2,14,0.25,6.94,1025.61,12
2014,4,3,6,47.77,3.94,327,0.22,NA,NA,15
2014,4,3,7,54.41,10.18,270,0.16,NA,NA,9
2014,4,3,8,55.57,15.6,309,0.16,9.69,1026.09,6
2014,4,3,9,62.53,23.59,320,0.15,NA,NA,9
2014,4,3,10,63.88,18,320,0.07,NA,NA,14
2014,4,3,11,63.1,22.85,341,0.07,8.24,1024.49,14
2014,4,3,12,67.77,29,350,0.04,NA,NA,11
2014,4,3,13,67.77,27,330,0.05,NA,NA,12
2014,4,3,14,64.34,14.48,351,0.05,10,1022.41,14
2014,4,3,15,64,27,20,0.03,NA,NA,9
2014,4,3,16,63.88,11.59,55,0.03,NA,NA,7
2014,4,3,17,61.33,6.41,41,0.06,10,1021.6,7
2014,4,3,18,57.71,6.14,77,0.08,NA,NA,19
2014,4,3,19,53.95,5.39,157,0.11,NA,NA,18
2014,4,3,20,52.85,3.08,159,0.14,10,1022.78,22
2014,4,3,21,51.18,4.81,167,0.14,NA,NA,20
2014,4,3,22,49.53,9.22,171,0.21,NA,NA,33
2014,4,3,23,47.65,10.52,181,0.29,7.5,1023,40
2014,4,4,0,45.88,7.18,183,0.32,NA,NA,35
2014,4,4,1,45,4.02,164,0.34,NA,NA,28
2014,4,4,2,44.24,4.25,227,0.32,8.82,1020.61,29
2014,4,4,3,43,3.86,166,0.38,NA,NA,32
2014,4,4,4,43,4.32,175,0.4,NA,NA,36
2014,4,4,5,40.1,2.47,186,0.45,8.96,1016.26,37
2014,4,4,6,39.47,2.48,70,0.5,NA,NA,42
2014,4,4,7,45.12,0.86,35,0.41,NA,NA,59
2014,4,4,8,48.87,4.41,279,0.32,7.69,1014.47,60
2014,4,4,9,52.35,11,270,0.3,NA,NA,53
2014,4,4,10,59.47,7,300,0.21,4.4,NA,55
2014,4,4,11,64.67,4.7,303,0.15,7.08,1012.73,41
2014,4,4,12,72.12,NA,NA,0.12,NA,NA,31
2014,4,4,13,73.23,NA,NA,0.1,NA,NA,29
2014,4,4,14,74.81,7.73,290,0.09,10,1009.21,24
2014,4,4,15,76.77,11,50,0.07,NA,NA,13
2014,4,4,16,73.23,18,10,0.07,NA,NA,11
2014,4,4,17,69.61,13.89,14,0.09,8.8,1010.85,16
2014,4,4,18,64.95,14.79,50,0.08,4.4,NA,14
2014,4,4,19,62.95,14.32,39,0.09,NA,NA,20
2014,4,4,20,59.25,7.57,62,0.2,9.81,1017.2,14
2014,4,4,21,56.18,2.33,81,0.13,NA,NA,31
2014,4,4,22,51.77,7.21,153,0.28,NA,NA,31
2014,4,4,23,53.3,8.66,173,0.29,10,1021.1,34
2014,4,5,0,49.53,11,130,0.34,NA,NA,33
2014,4,5,1,46,7.02,174,0.38,NA,NA,34
2014,4,5,2,44.96,0.98,148,0.39,7.75,1023.16,28
2014,4,5,3,44.53,9,160,0.46,NA,NA,32
2014,4,5,4,44.53,7,150,0.46,NA,NA,37
2014,4,5,5,41.67,0.69,278,0.44,7.93,1024.09,36
2014,4,5,6,43,2,280,0.46,5,NA,49
2014,4,5,7,49.53,4,200,0.33,5,NA,16
2014,4,5,8,51.15,7.3,250,0.22,7.07,1025.48,8
2014,4,5,9,56.41,NA,NA,0.13,NA,NA,6
2014,4,5,10,58.53,13,320,0.11,NA,NA,11
2014,4,5,11,58.68,8.32,331,0.17,9.93,1024.77,8
2014,4,5,12,63.65,18,330,0.11,NA,NA,4
2014,4,5,13,62.77,18,350,0.08,NA,NA,6
2014,4,5,14,62.87,8.12,340,0.11,10,1021.51,14
2014,4,5,15,65.65,18,340,0.08,NA,NA,10
2014,4,5,16,67.41,2.68,102,0.07,NA,NA,10
2014,4,5,17,63.38,1.13,140,0.09,10,1019.47,25
2014,4,5,18,63.65,7.59,142,0.11,NA,NA,30
2014,4,5,19,60.77,8.41,220,0.14,NA,NA,37
2014,4,5,20,58.93,5.17,239,0.17,8.91,1020.69,48
2014,4,5,21,58.77,4,250,0.2,NA,NA,48
2014,4,5,22,58.77,9,260,0.21,NA,NA,49
2014,4,5,23,50.59,3.24,259,0.34,8.1,1021.1,57
2014,4,6,0,48.82,13,260,0.42,NA,NA,58
2014,4,6,1,46.05,2.21,198,0.47,NA,NA,64
2014,4,6,2,42.96,2.34,292,0.47,7.26,1021.24,65
2014,4,6,3,45.82,9,260,0.47,NA,NA,61
2014,4,6,4,44.05,2.36,213,0.51,NA,NA,61
2014,4,6,5,40.02,2.42,225,0.52,5.43,1021.29,71
2014,4,6,6,40.52,1.36,176,0.59,NA,NA,102
2014,4,6,7,50.47,1.66,327,0.32,NA,NA,91
2014,4,6,8,52.62,1.78,207,0.24,5.12,1021.53,84
2014,4,6,9,61,9,260,0.15,4.4,NA,51
2014,4,6,10,65.77,9,270,0.13,4.4,NA,27
2014,4,6,11,70.17,6.67,195,0.1,6.67,1020.1,39
2014,4,6,12,74.77,11,230,0.14,NA,NA,33
2014,4,6,13,74.77,14.81,214,0.12,NA,NA,32
2014,4,6,14,75.36,13.07,222,0.07,9.81,1015.88,41
2014,4,6,15,76.77,13,220,0.07,NA,NA,40
2014,4,6,16,74.77,14.95,195,0.08,NA,NA,45
2014,4,6,17,72.74,12.83,214,0.1,8.66,1013.66,45
2014,4,6,18,72,11,210,0.12,NA,NA,59
2014,4,6,19,69.77,10.73,204,0.11,NA,NA,59
2014,4,6,20,66.31,12.2,211,0.17,5.81,1014.43,82
2014,4,6,21,65.65,12.82,213,0.2,NA,NA,58
2014,4,6,22,63.88,11.37,215,0.22,NA,NA,65
2014,4,6,23,62.77,4.69,218,0.23,7.5,1014.3,54
2014,4,7,0,54.59,13,240,0.37,NA,NA,55
2014,4,7,1,52.82,2,140,0.39,NA,NA,63
2014,4,7,2,50.13,5.96,177,0.39,5.92,1013.98,70
2014,4,7,3,48.82,0.71,108,0.49,NA,NA,74
2014,4,7,4,47.05,2,100,0.49,NA,NA,80
2014,4,7,5,45.43,0.25,60,0.5,8.96,1014.09,87
2014,4,7,6,46.94,2,70,0.57,3.8,NA,93
2014,4,7,7,54.12,4,70,0.47,3.8,NA,105
2014,4,7,8,54.73,3.49,228,0.39,5.03,1014.84,92
2014,4,7,9,60.77,9,270,0.36,3.94,NA,103
2014,4,7,10,65.41,NA,NA,0.29,4.33,NA,97
2014,4,7,11,66.85,2.48,120,0.25,5.73,1014.19,110
2014,4,7,12,71.53,4,100,0.2,4.78,NA,92
2014,4,7,13,74.65,NA,NA,0.16,4.78,NA,93
2014,4,7,14,74.78,5.98,137,0.15,4.96,1012.07,97
2014,4,7,15,76.53,NA,NA,0.14,4.4,NA,95
2014,4,7,16,76.53,NA,NA,0.17,4.4,NA,88
2014,4,7,17,74.88,7.54,192,0.15,5.07,1010.63,98
2014,4,7,18,69.3,2.81,156,0.23,4.25,NA,105
2014,4,7,19,62.77,4.48,137,0.37,4.18,NA,111
2014,4,7,20,62.68,1.26,146,0.34,4.58,1012.42,123
2014,4,7,21,60.3,9,160,0.43,2.99,NA,147
2014,4,7,22,54.88,2.35,115,0.52,2.99,NA,155
2014,4,7,23,58.41,6.63,116,0.46,2.96,1013.8,166
2014,4,8,0,56.65,3.89,121,0.49,2.92,NA,194
2014,4,8,1,54.65,3.58,94,0.57,2.88,NA,191
2014,4,8,2,51.27,1.58,90,0.55,3.46,1014.47,180
2014,4,8,3,48.23,1.77,70,0.67,2.88,NA,187
2014,4,8,4,48,2,110,0.72,2.87,NA,195
2014,4,8,5,45.71,1.98,75,0.69,3.36,1014.71,174
2014,4,8,6,48.23,0.23,150,0.72,2.31,NA,171
2014,4,8,7,54.12,1.77,10,0.62,2.3,NA,181
2014,4,8,8,57.03,0.99,23,0.48,2.84,1016.03,193
2014,4,8,9,63.35,4,220,0.42,2.39,NA,196
2014,4,8,10,66.7,NA,NA,0.37,2.69,NA,199
2014,4,8,11,69.24,3.52,99,0.31,3.07,1014.96,206
2014,4,8,12,73.23,NA,NA,0.26,2.5,NA,175
2014,4,8,13,75.23,NA,NA,0.22,2.8,NA,158
2014,4,8,14,76.94,7.68,198,0.19,3.67,1011.71,152
2014,4,8,15,79,11,200,0.16,2.92,NA,158
2014,4,8,16,77.23,11,180,0.19,2.92,NA,139
2014,4,8,17,75.24,10.68,193,0.2,3.82,1009.87,138
2014,4,8,18,73.23,13,200,0.23,3.1,NA,151
2014,4,8,19,70.23,7.32,175,0.3,3.1,NA,146
2014,4,8,20,67.75,7.11,174,0.34,3.26,1010.88,139
2014,4,8,21,66.23,4.26,176,0.35,3.18,NA,136
2014,4,8,22,68,6.74,165,0.34,3.1,NA,138
2014,4,8,23,64.47,7,130,0.41,3.1,1010.9,136
2014,4,9,0,64.47,6.09,142,0.44,3.1,NA,136
2014,4,9,1,63.35,6.51,147,0.48,3.06,NA,140
2014,4,9,2,59.95,2.91,131,0.53,3.04,1009.66,145
2014,4,9,3,59.59,7,120,0.61,2.99,NA,147
2014,4,9,4,57.47,3.86,126,0.64,2.96,NA,151
2014,4,9,5,54.4,1.36,83,0.67,2.62,1008.97,153
2014,4,9,6,54.82,NA,NA,0.72,2.15,NA,196
2014,4,9,7,57.7,7,10,0.67,1.89,NA,182
2014,4,9,8,62.6,4.94,339,0.52,2.33,1010.59,162
2014,4,9,9,68,NA,NA,0.46,2.43,NA,164
2014,4,9,10,74.65,13,270,0.31,2.69,NA,133
2014,4,9,11,78,11.69,289,0.17,3.71,1009.82,62
2014,4,9,12,85.18,11,270,0.1,4.67,NA,60
2014,4,9,13,89.06,NA,NA,0.07,2.5,NA,49
2014,4,9,14,82.16,12.86,317,0.12,6.01,1008.56,62
2014,4,9,15,84.23,11,40,0.08,3.8,NA,56
2014,4,9,16,81.35,16,20,0.09,NA,NA,65
2014,4,9,17,78.52,10.6,66,0.13,6.47,1009.98,73
2014,4,9,18,75.95,9.06,110,0.19,1.6,NA,80
2014,4,9,19,71.83,12.98,119,0.24,4.71,NA,580
2014,4,9,20,68.06,13.25,106,0.24,5.5,1014.78,217
2014,4,9,21,66.95,18,110,0.22,4.93,NA,159
2014,4,9,22,65.18,13,110,0.27,4.86,NA,181
2014,4,9,23,62.3,7.3,147,0.36,4.33,1019.4,165
2014,4,10,0,60.53,7.04,156,0.38,4.33,NA,175
2014,4,10,1,58.77,3.54,169,0.43,4.33,NA,112
2014,4,10,2,58.2,3.07,150,0.39,5.29,1020.78,101
2014,4,10,3,55,16,100,0.49,4.78,NA,111
2014,4,10,4,56.77,2.85,132,0.45,5,NA,102
2014,4,10,5,54.24,4.52,126,0.46,5.6,1021.35,106
2014,4,10,6,56.65,7.02,154,0.39,3.1,NA,95
2014,4,10,7,56.77,7.18,137,0.37,3.1,NA,101
2014,4,10,8,57.47,5.01,122,0.36,4.97,1023.35,88
2014,4,10,9,60.53,13,90,0.29,3.1,NA,125
2014,4,10,10,61,9,40,0.27,3.1,NA,93
2014,4,10,11,62.1,2.01,146,0.25,5,1023.59,71
2014,4,10,12,63,13,70,0.22,5,NA,74
2014,4,10,13,64,9,80,0.22,5,NA,68
2014,4,10,15,63.88,7.4,127,0.17,NA,NA,51
2014,4,10,16,63.65,9,170,0.18,6.2,NA,62
2014,4,10,17,61.45,7.39,164,0.22,6.3,1020.1,64
2014,4,10,18,60.3,4.35,160,0.23,NA,NA,66
2014,4,10,19,56.65,2.55,146,0.36,NA,NA,63
2014,4,10,20,55.99,3.29,154,0.36,6.31,1020.49,65
2014,4,10,21,56.41,4,160,0.36,5,NA,72
2014,4,10,22,56.41,2.21,166,0.37,6.2,NA,67
2014,4,10,23,56.65,3.53,110,0.36,6.2,1021.1,51
2014,4,11,0,56.65,3.72,123,0.36,6.2,NA,67
2014,4,11,1,56.41,5.42,147,0.32,6.2,NA,64
2014,4,11,2,53.71,4.99,151,0.39,6.21,1020.45,71
2014,4,11,3,53.77,3.25,124,0.43,6.2,NA,76
2014,4,11,4,54.65,3.63,87,0.36,NA,NA,69
2014,4,11,5,53.64,3.14,90,0.36,5.54,1020.05,69
2014,4,11,6,54.65,3.54,99,0.31,5,NA,76
2014,4,11,7,54.88,9,40,0.35,NA,NA,48
2014,4,11,8,53.89,2.27,67,0.41,8.52,1020.83,46
2014,4,11,9,55,4,60,0.38,3.8,NA,47
2014,4,11,10,56.77,7,60,0.34,3.8,NA,41
2014,4,11,11,58.24,4.02,107,0.32,8.78,1020.67,40
2014,4,11,12,62.53,11,80,0.24,5,NA,43
2014,4,11,13,62.77,11,80,0.21,NA,NA,36
2014,4,11,14,62.96,2.11,359,0.22,9.56,1017.73,41
2014,4,11,15,63.41,9,130,0.2,NA,NA,39
2014,4,11,16,62.53,4,110,0.19,NA,NA,52
2014,4,11,17,61.96,3.05,161,0.24,8.52,1016.18,59
2014,4,11,18,60.53,4,150,0.24,4.4,NA,60
2014,4,11,19,58.77,6.23,158,0.28,4.4,NA,68
2014,4,11,20,57.62,5.93,151,0.32,5.7,1017.03,83
2014,4,11,21,55,3.75,169,0.36,3.1,NA,103
2014,4,11,22,54.12,4,150,0.38,2.5,NA,98
2014,4,11,23,56.65,6.36,186,0.34,3.65,1017.7,78
2014,4,12,0,53.77,2,161,0.42,1.9,NA,82
2014,4,12,1,50.23,1.77,0,0.55,1.9,NA,88
2014,4,12,2,47.48,0.14,180,0.57,5.07,1017.14,96
2014,4,12,3,45.35,1.86,57,0.61,4.18,NA,118
2014,4,12,4,43.59,1.66,17,0.65,4.18,NA,128
2014,4,12,5,44.34,0.33,19,0.68,4.63,1016.63,143
2014,4,12,6,45.12,1.97,13,0.66,4.21,NA,158
2014,4,12,7,52.23,1.55,33,0.44,4.71,NA,143
2014,4,12,8,56.15,1.37,268,0.37,4.88,1017.6,190
2014,4,12,9,61,4,130,0.28,4.4,NA,151
2014,4,12,10,64,7,160,0.25,4.4,NA,187
2014,4,12,11,64.62,5.67,192,0.24,4.81,1017.11,114
2014,4,12,12,67.77,2,70,0.18,4.4,NA,88
2014,4,12,13,68,4,130,0.18,5,NA,78
2014,4,12,14,69.14,5.89,202,0.21,5.58,1014.46,75
2014,4,12,15,69.3,11,140,0.19,5,NA,89
2014,4,12,16,69.18,11,170,0.19,5,NA,91
2014,4,12,17,67.93,4.97,168,0.24,4.85,1013.66,109
2014,4,12,18,63.41,6.96,132,0.28,4.86,NA,119
2014,4,12,19,62.95,4,140,0.3,4.25,NA,119
2014,4,12,20,60.01,3.76,153,0.35,4.61,1015.28,110
2014,4,12,21,60.18,8.72,152,0.33,4.64,NA,120
2014,4,12,22,54.41,6.96,168,0.43,4.6,NA,155
2014,4,12,23,53.77,2.15,148,0.51,4.6,1016.7,120
2014,4,13,0,53.77,3.4,87,0.51,4.6,NA,128
2014,4,13,1,53.53,3.72,117,0.51,4.55,NA,131
2014,4,13,2,49.06,1.44,62,0.64,3.86,1016.98,142
2014,4,13,3,48,2,170,0.66,3.46,NA,144
2014,4,13,4,48,1.92,85,0.66,3.46,NA,150
2014,4,13,5,45.72,1.61,55,0.72,3.31,1017,151
2014,4,13,6,46.23,1.78,88,0.74,2.53,NA,149
2014,4,13,7,52,1.83,65,0.64,2.04,NA,157
2014,4,13,8,53.82,2.83,98,0.61,2.29,1018.59,173
2014,4,13,9,59.23,2,160,0.52,2.07,NA,182
2014,4,13,10,64,4,190,0.44,1.82,NA,188
2014,4,13,11,67.32,3.7,146,0.37,2.57,1018.52,175
2014,4,13,12,70,4,250,0.31,2.43,NA,167
2014,4,13,13,72.88,NA,NA,0.26,2.46,NA,162
2014,4,13,14,73.6,5.96,173,0.24,3.66,1016,157
2014,4,13,15,74.65,11,170,0.26,2.72,NA,147
2014,4,13,16,74.18,13,160,0.26,2.73,NA,157
2014,4,13,17,72.64,9.06,180,0.3,3.51,1014.47,159
2014,4,13,18,70.71,4.81,167,0.34,2.68,NA,134
2014,4,13,19,66.95,7.32,145,0.41,2.66,NA,136
2014,4,13,20,64.54,6.91,149,0.44,2.53,1016.43,158
2014,4,13,21,62.3,7.11,134,0.51,2.35,NA,186
2014,4,13,22,60.3,4.16,113,0.59,2.08,NA,231
2014,4,13,23,60.3,4.02,104,0.59,2.08,1017.1,254
2014,4,14,0,58.41,4.11,109,0.62,2.08,NA,249
2014,4,14,1,56.77,7,180,0.66,2.07,NA,262
2014,4,14,2,53.99,2.66,110,0.71,1.82,1017.1,282
2014,4,14,3,52.23,1.59,55,0.68,1.78,NA,280
2014,4,14,4,50.59,1.25,85,0.79,1.68,NA,268
2014,4,14,5,49.94,1.25,88,0.78,1.6,1017.31,255
2014,4,14,6,52.59,1.44,82,0.72,1.15,NA,247
2014,4,14,7,55.7,1.25,95,0.7,1.08,NA,244
2014,4,14,8,58.16,2.28,108,0.62,1.32,1018.52,270
2014,4,14,9,63.35,NA,NA,0.55,1.1,NA,280
2014,4,14,10,66.47,NA,NA,0.49,1.09,NA,274
2014,4,14,11,69.98,3.19,240,0.46,1.29,1017.69,280
2014,4,14,12,73.23,13,230,0.41,1.18,NA,266
2014,4,14,13,77.47,11,240,0.36,1.49,NA,239
2014,4,14,14,78.54,5.21,172,0.33,3.03,1014.62,225
2014,4,14,17,78.68,9.19,186,0.3,4.17,1012.86,224
2014,4,14,18,75.47,4,180,0.39,1.9,NA,246
2014,4,14,19,73.47,11,230,0.42,2.2,NA,252
2014,4,14,20,67.91,3.32,171,0.54,2.98,1014.33,274
2014,4,14,21,68.47,4,160,0.57,2.53,NA,187
2014,4,14,22,70,8.66,187,0.44,2.79,NA,80
2014,4,14,23,66.23,4.32,195,0.49,5,1014.9,56
2014,4,15,0,61.59,7,240,0.58,5,NA,55
2014,4,15,1,64,6.14,112,0.48,5,NA,55
2014,4,15,2,61.95,3.43,116,0.59,4.93,1016.05,57
2014,4,15,3,59,3.64,87,0.62,2.2,NA,67
2014,4,15,4,60.77,6.59,142,0.6,2.2,NA,69
2014,4,15,5,59.38,2.61,149,0.65,3.41,1017.14,78
2014,4,15,6,59,3.48,68,0.64,2.84,NA,83
2014,4,15,7,63.12,7,150,0.6,2.6,NA,105
2014,4,15,8,65.31,8.12,133,0.54,3.11,1020.16,112
2014,4,15,9,70,8.19,155,0.46,2.84,NA,104
2014,4,15,10,71.53,20,140,0.36,3.32,NA,103
2014,4,15,11,70.08,12.08,119,0.39,4.67,1020.45,93
2014,4,15,12,71.06,11.56,148,0.41,3.1,NA,106
2014,4,15,13,67.41,15.97,149,0.24,5,NA,53
2014,4,15,14,66.23,13.17,145,0.27,6.09,1019.25,54
2014,4,15,15,67.41,10.77,140,0.21,NA,NA,48
2014,4,15,16,67.18,8.97,155,0.21,NA,NA,38
2014,4,15,17,64.31,10.17,162,0.29,8.95,1018.36,40
2014,4,15,18,63.18,6.96,198,0.22,NA,NA,34
2014,4,15,19,62.3,2,330,0.21,NA,NA,47
2014,4,15,20,58.71,2.83,159,0.31,8.77,1018.8,54
2014,4,15,21,60.3,8.1,189,0.25,NA,NA,65
2014,4,15,22,60.3,0,NA,0.24,NA,NA,41
2014,4,15,23,58.77,1.03,216,0.3,7.5,1018.9,39
2014,4,16,0,57,1.53,120,0.38,NA,NA,35
2014,4,16,1,55,2.1,40,0.4,NA,NA,51
2014,4,16,2,54.49,2.49,62,0.4,7.51,1016.81,54
2014,4,16,3,55,4,50,0.41,NA,NA,69
2014,4,16,4,54.88,2.66,5,0.42,3.8,NA,59
2014,4,16,5,54.07,0.53,47,0.47,6.58,1015.7,51
2014,4,16,6,55,1.97,117,0.49,3.1,NA,45
2014,4,16,7,57,2.23,60,0.44,3.1,NA,44
2014,4,16,8,58.98,2.06,83,0.39,5.64,1015.91,52
2014,4,16,9,62.77,4,100,0.22,4.4,NA,52
2014,4,16,10,64,7,40,0.16,5,NA,47
2014,4,16,11,63.2,1.5,127,0.22,8.17,1015.14,51
2014,4,16,12,68,NA,NA,0.15,NA,NA,85
2014,4,16,13,70.23,11,110,0.12,NA,NA,80
2014,4,16,14,70,4.59,80,0.14,9.4,1012.5,62
2014,4,16,15,70,11,100,0.12,NA,NA,57
2014,4,16,16,69.77,13,110,0.12,NA,NA,56
2014,4,16,17,67.77,9,110,0.15,NA,NA,67
2014,4,16,18,65.77,4.57,98,0.18,NA,NA,96
2014,4,16,19,63.65,2.55,96,0.2,NA,NA,91
2014,4,16,20,60.47,3.1,118,0.28,6.62,1011.21,84
2014,4,16,21,59,4.26,96,0.3,2.8,NA,101
2014,4,16,22,60.77,4,150,0.29,2.8,NA,134
2014,4,16,23,60.18,2.1,120,0.36,4.25,1010.4,127
2014,4,17,0,58.53,1.9,166,0.37,2.8,NA,123
2014,4,17,1,58.77,2.15,88,0.4,3.1,NA,112
2014,4,17,2,57.32,4.1,74,0.39,5.35,1009.67,109
2014,4,17,3,58.53,1.89,84,0.38,4.25,NA,145
2014,4,17,4,55,3.1,119,0.53,3.65,NA,124
2014,4,17,5,54.02,6.94,213,0.61,3.7,1010.81,107
2014,4,17,6,52,2.36,37,0.77,2.42,NA,109
2014,4,17,7,52,9,20,0.81,2.06,NA,110
2014,4,17,8,52.18,2.85,63,0.77,2.08,1012.74,116
2014,4,17,9,52.23,8.94,2,0.77,2.13,NA,105
2014,4,17,10,54.12,7.11,4,0.73,2.66,NA,93
2014,4,17,11,53.05,5.59,355,0.75,2.65,1013.86,106
2014,4,17,12,55.23,8.99,11,0.71,2.69,NA,103
2014,4,17,13,60.77,NA,NA,0.58,4.14,NA,102
2014,4,17,14,61.93,3.08,52,0.61,4.12,1012.58,101
2014,4,17,15,62.77,9,80,0.63,4.05,NA,101
2014,4,17,16,62.53,9,120,0.6,4.07,NA,117
2014,4,17,17,59.69,4.75,144,0.69,3.48,1012.7,131
2014,4,17,18,60.53,11,100,0.69,3.54,NA,128
2014,4,17,19,58.53,9,80,0.7,3.52,NA,127
2014,4,17,20,58.32,3.33,129,0.73,2.82,1014.42,141
2014,4,17,21,58.41,4.11,151,0.74,2.87,NA,137
2014,4,17,22,58.41,3.65,147,0.74,2.61,NA,151
2014,4,17,23,58.41,3.48,152,0.74,2.61,1016.7,152
2014,4,18,0,56.65,3.54,136,0.83,2.35,NA,148
2014,4,18,1,56.65,2,70,0.84,2.35,NA,151
2014,4,18,2,53.52,2.73,145,0.9,2.15,1017,156
2014,4,18,3,55,2,180,0.9,2.35,NA,143
2014,4,18,4,54.88,4,130,0.9,2.35,NA,141
2014,4,18,5,52.34,1.5,85,0.93,1.43,1018.48,140
2014,4,18,6,54,2.15,62,0.93,1.08,NA,150
2014,4,18,7,56.77,7,60,0.9,1.11,NA,162
2014,4,18,8,57.13,1.75,32,0.8,1.36,1020.16,171
2014,4,18,9,63.65,NA,NA,0.66,1.54,NA,179
2014,4,18,10,65.65,NA,NA,0.61,1.71,NA,193
2014,4,18,11,65.77,2.69,209,0.57,2.7,1021.07,170
2014,4,18,12,67.41,16,130,0.59,2.31,NA,167
2014,4,18,13,67.41,13,140,0.54,2.79,NA,158
2014,4,18,14,66.53,8.59,154,0.47,3.97,1018.75,158
2014,4,18,15,67.18,7.7,140,0.55,2.5,NA,176
2014,4,18,16,66.95,13,170,0.55,2.72,NA,162
2014,4,18,17,64.34,8.98,154,0.54,3.97,1018.26,153
2014,4,18,18,62.06,10.98,151,0.53,2.39,NA,129
2014,4,18,19,58.53,7.45,158,0.51,3.8,NA,92
2014,4,18,20,56.85,7.72,142,0.53,5.11,1020.62,83
2014,4,18,21,56.65,6.96,138,0.48,NA,NA,74
2014,4,18,22,56.65,6.59,128,0.47,NA,NA,86
2014,4,18,23,54.88,3.46,166,0.51,5,1022.6,83
2014,4,19,0,54.88,1.51,156,0.51,NA,NA,84
2014,4,19,1,54,3.85,95,0.52,NA,NA,84
2014,4,19,2,54.74,2.68,109,0.55,4.53,1021.73,77
2014,4,19,3,53.77,7,90,0.62,3.8,NA,75
2014,4,19,4,53.77,4,90,0.58,4.4,NA,64
2014,4,19,5,53.21,1.43,141,0.58,5.48,1020.87,59
2014,4,19,6,54.88,3.72,163,0.59,5,NA,59
2014,4,19,7,55,4,100,0.59,5,NA,72
2014,4,19,8,55.99,5.14,143,0.51,5.15,1021.93,69
2014,4,19,9,57.47,13,110,0.47,NA,NA,69
2014,4,19,10,59.23,9,110,0.34,6.2,NA,56
2014,4,19,11,57.69,6.56,203,0.39,6.36,1021.86,44
2014,4,19,12,57.82,4,140,0.39,6.2,NA,48
2014,4,19,13,57.7,10.43,152,0.39,6.2,NA,40
2014,4,19,14,56.53,7.5,188,0.47,5.99,1021.14,46
2014,4,19,15,55.94,10.26,174,0.51,6.2,NA,55
2014,4,19,16,57.23,8.62,176,0.5,6.2,NA,57
2014,4,19,17,56.21,4.92,195,0.52,7.73,1018.96,52
2014,4,19,18,55,6.91,178,0.52,3.1,NA,55
2014,4,19,19,54.12,6,179,0.57,3.8,NA,59
2014,4,19,20,51.94,3.54,158,0.63,5.09,1018.27,67
2014,4,19,21,52,0,NA,0.62,3.8,NA,72
2014,4,19,22,46.47,3.53,90,0.82,3.1,NA,78
2014,4,19,23,46.47,3.53,90,0.81,3.65,1018.7,95
2014,4,20,0,46.23,3.69,97,0.88,3.65,NA,105
2014,4,20,1,46,2,60,0.84,4.18,NA,112
2014,4,20,2,45.04,1.95,55,0.84,4.16,1018.71,128
2014,4,20,3,46,2,150,0.84,4.11,NA,127
2014,4,20,4,45.12,1.59,355,0.86,4.11,NA,128
2014,4,20,5,41.91,4.74,354,0.85,3.93,1018.47,121
2014,4,20,6,46.23,6.03,348,0.83,4.11,NA,84
2014,4,20,7,52.35,8.31,338,0.65,4.14,NA,87
2014,4,20,8,54.22,5.82,332,0.53,5.5,1018.77,64
2014,4,20,9,59.47,NA,NA,0.41,4.93,NA,52
2014,4,20,10,63.35,11,330,0.31,5,NA,30
2014,4,20,11,64.78,7.85,299,0.29,10,1018.23,23
2014,4,20,12,66.47,NA,NA,0.23,NA,NA,22
2014,4,20,13,70,13,0,0.21,NA,NA,17
2014,4,20,14,68.99,3.64,144,0.21,10,1015.45,22
2014,4,20,15,71.77,NA,NA,0.19,NA,NA,33
2014,4,20,16,71.77,NA,NA,0.19,NA,NA,43
2014,4,20,17,69.16,10.13,234,0.24,8.24,1014.27,49
2014,4,20,18,67.77,8.39,199,0.31,NA,NA,56
2014,4,20,19,65.77,8.75,181,0.33,NA,NA,59
2014,4,20,20,63.56,7.29,216,0.36,6.88,1015.18,69
2014,4,20,21,65.65,7,200,0.39,5,NA,59
2014,4,20,22,63.65,4,210,0.43,5,NA,72
2014,4,20,23,54.82,2.71,60,0.57,5.2,1015.9,76
2014,4,21,0,51.29,1.67,333,0.66,1.9,NA,90
2014,4,21,1,51.29,1.39,353,0.66,1.6,NA,91
2014,4,21,2,48.86,0.3,278,0.68,5.7,1016.63,90
2014,4,21,3,50.82,6.26,318,0.6,1.1,NA,91
2014,4,21,4,46.41,7.91,348,0.72,1,NA,66
2014,4,21,5,47.46,4.84,343,0.65,3.69,1016.77,46
2014,4,21,6,52.59,3.97,338,0.58,0.9,NA,49
2014,4,21,7,57.47,9,330,0.47,1.2,NA,48
